number_of_fastfood,zip_code1,zip_code
4,77375,77375
1,77377,77377
1,77378,77378
6,77379,77379
1,7738,7738
1,77380,77380
1,77388,77388
1,7740,7740
5,77414,77414
2,77429,77429
1,77433,77433
1,77437,77437
1,77447,77447
2,77449,77449
1,77469,77469
1,77471,77471
1,77474,77474
1,77477,77477
2,77478,77478
1,77479,77479
1,7748,7748
1,77484-8009,77484
1,77494,77494
3,77498,77498
2,77502,77502
1,77515,77515
3,77520,77520
1,77523,77523
3,7753,7753
2,77535,77535
1,77536,77536
2,77539,77539
1,77541,77541
1,77546,77546
1,77547,77547
1,77566,77566
2,77568,77568
3,77571,77571
3,77573,77573
4,77575,77575
2,77581,77581
1,77598,77598
1,7760,7760
1,77611,77611
1,77619,77619
2,77640,77640
1,77657,77657
1,77662,77662
1,77665-9097,77665
1,77802,77802
1,77836,77836
1,77840,77840
1,77864,77864
4,77901,77901
1,77904,77904
1,77954,77954
1,77979,77979
1,78006,78006
1,78023,78023
2,78028,78028
1,78041,78041
1,78043,78043
1,78045,78045
1,78064,78064
1,78121,78121
2,78130,78130
3,78132,78132
1,78133,78133
1,78150,78150
1,78155,78155
1,78203,78203
1,78204,78204
1,78209,78209
3,78211,78211
1,78212,78212
2,78216,78216
1,78217,78217
1,78218,78218
1,78220-4743,78220
2,78221,78221
1,78224,78224
1,78227,78227
1,78238,78238
1,78239,78239
1,78240,78240
1,78245,78245
1,78249,78249
3,78251,78251
1,78253,78253
1,78258,78258
1,78288,78288
2,78332,78332
1,78336,78336
1,78355,78355
1,78362,78362
1,78362-4200,78362
5,78363,78363
1,78373,78373
1,78374,78374
2,78382,78382
2,78410,78410
1,78414,78414
1,78415,78415
1,78418,78418
2,78501,78501
2,78504,78504
3,78516,78516
1,7852,7852
2,78520,78520
1,78521,78521
3,78526,78526
3,78539,78539
1,78541,78541
10,78550,78550
1,78552,78552
1,78557,78557
1,78570,78570
4,78572,78572
2,78578,78578
2,78580,78580
4,78582,78582
3,78584,78584
1,78584-8073,78584
1,78586,78586
1,78596,78596
2,78597,78597
1,78602,78602
6,78610,78610
1,78611,78611
1,78613,78613
1,78620,78620
1,78621,78621
1,78639,78639
2,78640,78640
1,78643,78643
1,78660,78660
1,78664,78664
3,78666,78666
2,78681,78681
3,78701,78701
1,78702,78702
2,78705,78705
1,7871,7871
2,78726,78726
2,78729,78729
1,78737,78737
1,78738,78738
2,78741,78741
1,78744,78744
2,78745,78745
1,78746,78746
5,78748,78748
1,78749,78749
2,78750,78750
1,78752,78752
1,78753,78753
1,78757,78757
1,78758,78758
2,78801,78801
1,78840,78840
1,78934,78934
1,78945,78945
1,79022,79022
1,79102,79102
2,79106,79106
1,79109,79109
1,79118,79118
1,79121,79121
2,79201,79201
1,7927,7927
2,79316,79316
1,79382,79382
1,79401,79401
1,79414,79414
1,79415,79415
1,79423,79423
2,79424,79424
2,79549,79549
1,79601,79601
1,79606,79606
1,79701,79701
1,79707,79707
1,79720,79720
2,79735,79735
1,79762,79762
1,79763,79763
1,79830,79830
1,79901,79901
1,79902,79902
1,79903,79903
1,79905,79905
1,79912,79912
1,79915,79915
1,79925,79925
1,79930,79930
1,79932,79932
1,79935,79935
1,79936,79936
2,80002,80002
5,80003,80003
5,80011,80011
2,80012,80012
2,80013,80013
3,80014,80014
3,80015,80015
2,80016,80016
3,8002,8002
1,80026,80026
1,80031,80031
1,80033,80033
1,8005,8005
1,8008,8008
1,80104,80104
2,80108,80108
1,80109,80109
2,80110,80110
4,80112,80112
2,80122,80122
4,80123,80123
2,80127,80127
1,80128,80128
1,80129,80129
1,80130,80130
1,80134,80134
1,8016,8016
1,80202,80202
3,80204,80204
2,80210,80210
1,80211,80211
4,80214,80214
4,80215,80215
1,80216,80216
1,80219,80219
3,80220,80220
3,80221,80221
2,80222,80222
1,80223,80223
1,80224,80224
3,80226,80226
1,80227,80227
3,80229,80229
1,80230,80230
1,80231,80231
6,80233,80233
3,80234,80234
3,80239,80239
1,80246,80246
2,80260,80260
1,8027,8027
1,8028,8028
2,80401,80401
1,8043,8043
1,8045,8045
4,8046,8046
4,80501,80501
1,80504,80504
1,80514,80514
2,80521,80521
1,80524,80524
3,80525,80525
2,8053,8053
1,80537,80537
1,80549,80549
1,8055,8055
1,80550,80550
3,8060,8060
1,80601,80601
1,80615,80615
1,80620,80620
2,80634,80634
1,8068,8068
1,8069,8069
2,8070,8070
1,80751,80751
1,80817,80817
1,80828,80828
2,80863,80863
2,80903,80903
4,80905,80905
1,80906,80906
1,80907,80907
1,80909,80909
1,80910,80910
1,80911,80911
1,80913,80913
2,80920,80920
1,80922,80922
2,8096,8096
1,81004,81004
1,81005,81005
1,81052,81052
1,81082,81082
1,8110,8110
1,81101,81101
1,81144,81144
1,81147,81147
1,81201,81201
1,81212,81212
2,81230,81230
1,81501,81501
1,81503,81503
1,81506,81506
1,81601,81601
1,81625,81625
1,81631,81631
1,81635,81635
2,81650,81650
1,81657,81657
1,82001,82001
1,82007,82007
3,82009,82009
1,8204,8204
8,82070,82070
1,82072,82072
1,8215,8215
2,82201,82201
1,8226,8226
4,82301,82301
1,8234,8234
2,82414,82414
1,8242,8242
3,82435,82435
1,8244,8244
1,8260,8260
1,82601,82601
1,82604,82604
2,82609,82609
1,82716,82716
3,82801,82801
2,82901,82901
2,82930,82930
4,83001,83001
1,8302,8302
11,83201,83201
1,83201-4959,83201
4,83202,83202
1,83204,83204
5,83221,83221
1,83252,83252
9,83301,83301
3,8332,8332
1,83336,83336
2,83401,83401
1,83402,83402
1,83402-3356,83402
3,83404,83404
9,83440,83440
1,83442,83442
1,83501,83501
1,8360,8360
7,83605,83605
1,83617,83617
7,83642,83642
7,83647,83647
2,83651,83651
1,83661,83661
2,83686,83686
2,83687,83687
2,83704,83704
4,83705,83705
1,83706,83706
2,83709,83709
2,83714,83714
2,83814,83814
3,83815,83815
1,83835,83835
1,83843,83843
1,83854,83854
1,84005,84005
1,84009,84009
5,8401,8401
6,84010,84010
1,84014,84014
6,84015,84015
4,84020,84020
1,84025,84025
2,84032,84032
1,84037,84037
3,84041,84041
1,84044,84044
1,84045,84045
2,84047,84047
1,84047-7363,84047
1,84054,84054
1,84056,84056
2,84057,84057
1,84062,84062
2,84066,84066
7,84070,84070
1,84074,84074
1,84075,84075
1,84078,84078
2,84081,84081
2,84084,84084
1,84087,84087
1,84088,84088
1,84093,84093
1,84094,84094
1,84096,84096
1,84097,84097
1,84098,84098
1,84101,84101
1,84104,84104
1,84108,84108
1,84111,84111
1,84115,84115
2,84116,84116
1,84117,84117
2,84118,84118
3,84119,84119
2,84120,84120
4,84123,84123
1,84124,84124
1,84129,84129
7,84302,84302
4,84321,84321
1,84335,84335
2,84337,84337
2,84341,84341
3,84401,84401
9,84403,84403
7,84404,84404
7,84405,84405
2,84501,84501
1,84532,84532
1,84602,84602
1,84604,84604
1,84606,84606
1,84627,84627
2,84651,84651
1,84653,84653
3,84660,84660
1,84663,84663
1,84664,84664
4,84720,84720
1,84721,84721
1,84737,84737
2,84741,84741
8,84770,84770
2,84780,84780
4,84790,84790
1,85006,85006
2,85013,85013
1,85015,85015
1,85016,85016
2,85017,85017
5,85018,85018
1,85020,85020
1,85021,85021
1,85023,85023
1,85027,85027
2,85029,85029
1,85032,85032
1,85033,85033
1,85034,85034
1,85035,85035
2,85037,85037
2,85040,85040
1,85041,85041
1,85042,85042
1,85043,85043
3,85044,85044
2,85048,85048
1,8505,8505
1,85050,85050
2,85051,85051
1,85053,85053
1,85073,85073
2,85085,85085
1,85086,85086
1,85122,85122
1,85128,85128
2,85131,85131
1,8514,8514
4,85142,85142
1,85143,85143
3,85201,85201
2,85202,85202
2,85204,85204
2,85205,85205
3,85206,85206
1,85209,85209
1,85212,85212
3,85215,85215
2,85224,85224
2,85225,85225
1,85226,85226
1,85234,85234
1,85239,85239
1,85242,85242
2,85248,85248
1,85250,85250
4,85251,85251
1,85255,85255
1,85257,85257
2,85260,85260
1,8527,8527
1,85281,85281
5,85282,85282
2,85283,85283
3,85284,85284
4,85286,85286
3,85295,85295
1,85296,85296
1,85297,85297
2,85298,85298
3,85301,85301
1,85302,85302
1,85303,85303
1,85304,85304
2,85305,85305
2,85307,85307
1,85308,85308
5,85326,85326
1,85331,85331
1,85335,85335
1,85340,85340
2,85344,85344
3,85351,85351
4,85364,85364
5,85365,85365
3,85374,85374
1,85379,85379
1,85381,85381
2,85382,85382
1,85383,85383
2,85390,85390
2,85392,85392
2,85395,85395
1,8540,8540
1,85546,85546
3,85602,85602
3,85607,85607
1,8562,8562
1,85621,85621
1,85629,85629
1,85635,85635
1,85643,85643
1,85653,85653
1,85704,85704
1,85705,85705
1,85706,85706
2,85710,85710
2,85714,85714
2,85715,85715
3,85719,85719
1,85730,85730
1,85739,85739
1,86001,86001
1,86004,86004
2,86025,86025
1,86038,86038
3,86040,86040
2,86045,86045
1,86046,86046
3,86047,86047
1,86303,86303
1,86314,86314
1,86322,86322
2,8638,8638
1,8640,8640
6,86401,86401
1,86409,86409
2,86442,86442
1,8691,8691
3,87002,87002
1,87015,87015
3,87020,87020
5,87031,87031
1,87035,87035
1,87068,87068
2,87105,87105
2,87106,87106
3,87107,87107
3,87108,87108
5,87109,87109
2,87110,87110
1,87111,87111
2,87112,87112
1,87113,87113
4,87114,87114
3,87120,87120
2,87121,87121
2,87122,87122
3,87123,87123
2,87124,87124
2,87144,87144
2,8724,8724
10,87301,87301
1,8733,8733
4,8736,8736
3,87401,87401
1,87402,87402
3,87413,87413
5,8742,8742
3,87505,87505
1,87506,87506
1,87507,87507
1,8751,8751
10,8753,8753
6,87532,87532
1,87544,87544
2,8755,8755
3,87571,87571
7,87701,87701
1,87740,87740
5,87801,87801
2,87901,87901
4,88001,88001
1,88011,88011
3,88030,88030
1,8804,8804
7,88061,88061
1,88101,88101
1,8817,8817
9,88201,88201
1,88203,88203
1,88210,88210
1,8822,8822
7,88220,88220
3,88240,88240
1,88260,88260
1,8831,8831
2,88310,88310
1,88330,88330
4,88345,88345
1,8837,8837
3,88401,88401
1,88415,88415
1,8844,8844
1,8854,8854
1,8857,8857
1,8865,8865
1,8873,8873
2,8901,8901
2,89014,89014
4,89015,89015
4,8902,8902
1,89027,89027
3,89030,89030
1,89031,89031
1,89032,89032
6,89048,89048
3,89052,89052
3,89074,89074
2,89102,89102
6,89103,89103
2,89104,89104
1,89107,89107
2,89108,89108
5,89109,89109
1,89113,89113
3,89117,89117
2,89118,89118
10,89119,89119
2,89120,89120
1,89121,89121
1,89123,89123
7,89128,89128
1,89129,89129
1,89130,89130
1,89139,89139
1,89141,89141
3,89145,89145
5,89146,89146
2,89147,89147
4,89149,89149
1,89154,89154
1,89169,89169
6,89406,89406
1,89410,89410
1,89423,89423
2,89431,89431
1,89434,89434
4,89445,89445
6,89502,89502
1,89502-1514,89502
1,89506,89506
1,89509,89509
2,89511,89511
3,89512,89512
2,89523,89523
5,89701,89701
10,89801,89801
1,90002,90002
3,90006,90006
2,90007,90007
1,90008,90008
1,90011,90011
1,90012,90012
1,90014,90014
1,90017,90017
2,90027,90027
1,90028,90028
1,90029,90029
1,90031,90031
1,90035,90035
2,90037,90037
2,90042,90042
1,90045,90045
1,90047,90047
1,90049,90049
1,90056,90056
2,90057,90057
2,90059,90059
1,90062,90062
1,90063,90063
1,90065,90065
1,90066,90066
2,90201,90201
3,90220,90220
1,90230,90230
1,90232,90232
1,90241,90241
1,90247,90247
2,90248,90248
3,90249,90249
1,90250,90250
2,90255,90255
3,90275,90275
2,90302,90302
3,90303,90303
2,90304,90304
1,90401,90401
2,90501,90501
1,90502,90502
2,90504,90504
2,90505,90505
1,90602,90602
2,90603,90603
2,90605,90605
2,90606,90606
1,90620,90620
2,90630,90630
5,90631,90631
1,90638,90638
1,90640,90640
1,90650,90650
2,90670,90670
1,90701,90701
1,90703,90703
5,90712,90712
1,90713,90713
1,90731,90731
1,90732,90732
1,90744,90744
1,90745,90745
1,90746,90746
2,90804,90804
5,90805,90805
1,90806,90806
2,90808,90808
1,90810,90810
1,90815,90815
1,91001,91001
1,91006,91006
1,91020,91020
2,91104,91104
1,91105,91105
1,91201,91201
1,91204,91204
1,91205,91205
3,91301,91301
1,91302,91302
2,91304,91304
1,91320,91320
2,91321,91321
1,91324,91324
1,91325,91325
2,91331,91331
3,91342,91342
1,91343,91343
2,91350,91350
1,91351,91351
3,91355,91355
1,91360,91360
1,91362,91362
1,91367,91367
1,91381,91381
2,91405,91405
1,91406,91406
2,91502,91502
1,91504,91504
1,91602,91602
1,91606,91606
1,91608,91608
1,91702,91702
2,91706,91706
4,91710,91710
3,91730,91730
1,91731,91731
2,91733,91733
1,91737,91737
2,91741,91741
1,91744,91744
1,91746,91746
1,91748,91748
2,91750,91750
1,91752,91752
2,91761,91761
1,91762,91762
2,91766,91766
3,91767,91767
1,91776,91776
1,91786,91786
2,91789,91789
1,91791,91791
2,91792,91792
1,91801,91801
1,91910,91910
1,91911,91911
1,91915,91915
1,91932,91932
3,91942,91942
1,91945,91945
2,91950,91950
1,92011,92011
1,92014,92014
4,92020,92020
2,92021,92021
1,92026,92026
1,92028,92028
1,92036,92036
1,92054,92054
1,92055,92055
2,92056,92056
1,92071,92071
1,92078,92078
1,92081,92081
3,92083,92083
2,92102,92102
1,92104,92104
1,92105,92105
1,92108,92108
1,92109,92109
1,92110,92110
1,92111,92111
1,92113,92113
1,92117,92117
1,92118,92118
2,92120,92120
1,92121,92121
2,92123,92123
1,92126,92126
1,92128,92128
1,92131,92131
1,92136,92136
1,92154,92154
1,92173,92173
3,92203,92203
1,92211,92211
2,92220,92220
2,92223,92223
3,92234,92234
2,92236,92236
1,92243,92243
1,92253,92253
6,92262,92262
1,92307,92307
2,92309,92309
1,92311,92311
2,92325,92325
1,92336,92336
1,92345,92345
2,92346,92346
1,92363,92363
6,92373,92373
2,92376,92376
1,92395,92395
1,92399,92399
2,92404,92404
3,92407,92407
1,92408,92408
1,92501,92501
1,92503,92503
1,92504,92504
1,92507,92507
1,92508,92508
1,92530-2754,92530
1,92545,92545
1,92551,92551
2,92553,92553
1,92553-7512,92553
1,92557,92557
1,92562,92562
1,92571,92571
1,92590,92590
1,92606,92606
1,92610,92610
1,92612,92612
1,92618,92618
3,92626,92626
1,92627,92627
2,92630,92630
1,92647,92647
2,92648,92648
4,92660,92660
2,92663,92663
1,92673,92673
1,92675,92675
1,92677,92677
3,92683,92683
1,92688,92688
1,92691,92691
3,92704,92704
6,92705,92705
2,92780,92780
5,92801,92801
1,92802,92802
3,92804,92804
2,92805,92805
1,92806,92806
1,92807,92807
1,92831,92831
2,92833,92833
1,92841,92841
1,92860,92860
1,92866,92866
1,92868,92868
2,92869,92869
2,92870,92870
1,92879,92879
1,92881,92881
3,92886,92886
1,93001,93001
1,93003,93003
1,93030,93030
1,93033,93033
1,93060-3327,93060
1,93109,93109
1,93117,93117
1,93203,93203
2,93239,93239
1,93243,93243
1,93245,93245
2,93247,93247
1,93257,93257
1,93263-2741,93263
1,93280,93280
1,93292,93292
1,93307,93307
1,93308,93308
3,93309,93309
1,93314,93314
2,93405,93405
1,93420,93420
1,93422,93422
1,93427,93427
2,93436,93436
1,93437,93437
8,93446,93446
9,93454,93454
1,93514,93514
5,93534,93534
3,93535,93535
4,93536,93536
1,93546,93546
2,93550,93550
5,93551,93551
1,93552,93552
6,93555,93555
1,93560,93560
1,93560-7745,93560
1,93611,93611
2,93612,93612
1,93618,93618
1,93630,93630
2,93635,93635
1,93637,93637
3,93657,93657
1,93662,93662
1,93703,93703
2,93720,93720
1,93726,93726
1,93901,93901
1,93907,93907
2,93955,93955
1,93960,93960
1,93960-2975,93960
1,94025,94025
1,94043,94043
1,94044,94044
1,94061,94061
1,94080,94080
1,94085,94085
1,94087,94087
1,94102,94102
1,94117,94117
1,94124,94124
2,94304,94304
1,94403,94403
2,94501,94501
1,94513,94513
1,94520,94520
1,94526,94526
2,94533,94533
2,94534,94534
2,94536,94536
2,94538,94538
3,94541,94541
1,94544,94544
2,94545,94545
1,94549,94549
1,94550,94550
2,94551,94551
2,94553,94553
1,94556,94556
1,94558,94558
2,94560,94560
1,94565,94565
1,94565-7115,94565
1,94566,94566
3,94577,94577
1,94578,94578
1,94583,94583
2,94588,94588
1,94601,94601
1,94605,94605
1,94611,94611
1,94618,94618
3,94621,94621
1,94702,94702
1,94703,94703
1,94704,94704
1,94801,94801
2,94806,94806
1,94925,94925
3,95008,95008
1,95014,95014
1,95020,95020
2,95035,95035
1,95050,95050
2,95051,95051
1,95060,95060
2,95076,95076
1,95110,95110
3,95112,95112
1,95113,95113
1,95117,95117
1,95118,95118
2,95121,95121
1,95123,95123
1,95125,95125
1,95126,95126
1,95129,95129
1,95136,95136
1,95203,95203
1,95206,95206
2,95207,95207
1,95209,95209
1,95210,95210
1,95212,95212
1,95237,95237
1,95242,95242
1,95301,95301
1,95334,95334
1,95336,95336
1,95336-5007,95336
1,95337,95337
2,95348,95348
1,95350,95350
2,95351,95351
2,95354,95354
2,95355,95355
2,95356,95356
1,95357-0511,95357
6,95363,95363
1,95367,95367
1,95370,95370
1,95376,95376
3,95380,95380
2,95382,95382
1,95403,95403
1,95405,95405
1,95458,95458
1,95472,95472
1,95476,95476
5,95603,95603
1,95610,95610
1,95630,95630
1,95648,95648
1,95650,95650
1,95661,95661
7,95667,95667
1,95670,95670
2,95678,95678
1,95678-1937,95678
1,95682,95682
2,95687,95687
1,95691,95691
1,95713,95713
1,95747,95747
3,95776,95776
1,95815,95815
2,95821,95821
1,95824,95824
1,95825,95825
1,95826,95826
1,95831,95831
1,95834,95834
2,95842,95842
1,95843,95843
5,95901,95901
1,95928,95928
1,95945,95945
1,95948,95948
3,95965,95965
1,95969,95969
1,95993,95993
1,96002,96002
2,96021,96021
1,96130-4730,96130
1,96707,96707
2,96720,96720
2,96732,96732
2,96734,96734
1,96740,96740
1,96744,96744
1,96746,96746
1,96753,96753
2,96761,96761
1,96762,96762
2,96766,96766
1,96782,96782
2,96789,96789
2,96797,96797
4,96814,96814
1,96815,96815
4,96816,96816
2,96817,96817
1,96818,96818
4,96819,96819
3,96826,96826
2,97003,97003
3,97005,97005
1,97013,97013
3,97030,97030
1,97031,97031
1,97034,97034
1,97045,97045
1,97055,97055
1,97056,97056
1,97058,97058
2,97060,97060
1,97062,97062
3,97068,97068
1,97070,97070
1,97071,97071
3,97086,97086
1,97113,97113
2,97124,97124
4,97128,97128
1,97133,97133
2,97138,97138
1,97140,97140
1,97141,97141
2,97202,97202
1,97202-2166,97202
1,97203,97203
1,97205,97205
1,97209,97209
1,97211,97211
2,97214,97214
1,97216,97216
1,97218,97218
1,97219,97219
1,97219-4050,97219
1,97220,97220
2,97222,97222
5,97223,97223
1,97224,97224
1,97232,97232
1,97232-2014,97232
1,97233,97233
1,97236,97236
1,97266,97266
2,97267,97267
2,97301,97301
4,97303,97303
1,97305,97305
1,97306,97306
1,97317,97317
1,97321,97321
1,97333,97333
1,97355,97355
1,97361,97361
1,97381,97381
1,97386,97386
1,97391,97391
2,97401,97401
1,97402,97402
3,97420,97420
1,97424,97424
3,97477,97477
1,97478,97478
1,97479,97479
1,97501,97501
4,97502,97502
2,97504,97504
1,97526,97526
4,97601,97601
1,97603,97603
1,97702,97702
1,97741,97741
1,97754,97754
1,97756,97756
1,97814,97814
1,97850,97850
1,98001,98001
2,98002,98002
2,98003,98003
1,98006,98006
2,98027,98027
1,98030,98030
4,98032,98032
1,98032-1030,98032
2,98034,98034
2,98036,98036
1,98040,98040
1,98045,98045
1,98052,98052
1,98057,98057
1,98059,98059
1,98087,98087
1,98105,98105
1,98107,98107
1,98108,98108
1,98115,98115
1,98116,98116
2,98125,98125
1,98126,98126
3,98133,98133
1,98144,98144
1,98146,98146
1,98148,98148
1,98166,98166
1,98178,98178
2,98201,98201
2,98204,98204
1,98208,98208
2,98221,98221
1,98223,98223
2,98226,98226
6,98233,98233
1,98258,98258
2,98270,98270
4,98271,98271
2,98272,98272
1,98275,98275
1,98277,98277
2,98290,98290
1,98296,98296
1,98310,98310
2,98327,98327
1,98335,98335
1,98339-9411,98339
1,98354,98354
1,98360,98360
2,98362,98362
1,98368,98368
1,98371,98371
1,98373,98373
2,98382,98382
2,98383,98383
1,98387,98387
1,98390,98390
2,98391,98391
1,98404,98404
1,98408,98408
1,98409,98409
2,98444,98444
2,98466,98466
1,98499,98499
2,98501,98501
1,98502,98502
1,98503,98503
3,98516,98516
6,98520,98520
4,98531,98531
1,98532,98532
1,98550,98550
1,98579,98579
2,98597,98597
2,98604,98604
2,98632,98632
3,98662,98662
2,98665,98665
1,98674,98674
3,98683,98683
2,98684,98684
7,98801,98801
3,98802,98802
7,98837,98837
1,98841,98841
4,98901,98901
4,98902,98902
3,98903,98903
1,98922,98922
1,99004,99004
1,99019,99019
2,99037,99037
1,99205,99205
2,99206,99206
2,99208,99208
2,99212,99212
1,99216,99216
1,99218,99218
1,99224,99224
2,99301,99301
15,99336,99336
12,99352,99352
1,99403,99403
1,99501,99501
1,99502,99502
1,99503,99503
2,99504,99504
1,99515,99515
1,99577,99577
1,99611,99611
1,99669,99669
3,99701,99701
1,99709,99709
1,99801,99801
